transect_name,species,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42
Doug31,osoberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doug32,deer_fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doug32,spiny_fern,0,3,12,13,0,3,4,0,0,5,12,0,20,0,25,3,50,30,15,20,0,0
Doug32,sword_fern,95,9,0,10,68,0,0,0,75,0,0,5,0,0,0,0,0,0,30,20,0,0
Doug32,bracken_fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doug32,red_huck,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doug32,salmon_berr,0,33,4,0,5,0,0,13,2,85,80,0,0,0,12,0,0,0,0,0,0,0
Doug32,tr_blackberry,0.5,14,3,12,6,33,16,65,4,5,0,14,17,40,25,75,25,20,20,25,15,10
Doug32,salal,0,0,0,0,0,0,45,0,0,7,0,13,10,5,7,0,0,0,0,0,0,0
Doug32,starflower,0,0,0,0,1,4,2,4,0,3,14,0,0,0,3,0,0,0,0,0,0,0
Doug32,foamflower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doug32,Eng_holly,0,0,0,0,6,11,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Doug32,Eng_laurel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doug32,wall_lettuce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Doug32,unk_vetch,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Doug32,bigleaf_maple,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Doug32,vine_maple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doug32,osoberry,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
